entry_number,year_date,dc_title,authid,authname,surname,given_name,initials,afid,affilname,affiliation_city,affiliation_country
956,2011,seasonal and species-specific patterns in abundance of freshwater mussel glochidia in stream drift,7203054488,kennedy t,Kennedy,Thomas B.,T.B.,60025371,The University of Alabama,Tuscaloosa,United States
957,2011,dynamic influences of nutrients and grazing fish on periphyton during recovery from flood,16317009100,murdock j,Murdock,Justin N.,J.N.,60000689,Kansas State University,Manhattan,United States
957,2011,dynamic influences of nutrients and grazing fish on periphyton during recovery from flood,7201837173,dodds w,Dodds,Walter K.,W.K.,60000689,Kansas State University,Manhattan,United States
957,2011,dynamic influences of nutrients and grazing fish on periphyton during recovery from flood,6603734680,gido k,Gido,Keith B.,K.B.,60000689,Kansas State University,Manhattan,United States
957,2011,dynamic influences of nutrients and grazing fish on periphyton during recovery from flood,6701814252,whiles m,Whiles,Matt R.,M.R.,60029472,Southern Illinois University Carbondale,Carbondale,United States
958,2011,additive effects of mining and residential development on stream conditions in a central appalachian watershed,37102218300,merriam e,Merriam,Eric R.,E.R.,60021143,West Virginia University,Morgantown,United States
958,2011,additive effects of mining and residential development on stream conditions in a central appalachian watershed,7006786032,petty j,Petty,J. Todd,J.T.,60021143,West Virginia University,Morgantown,United States
958,2011,additive effects of mining and residential development on stream conditions in a central appalachian watershed,15136806500,merovich g,Merovich,George T.,G.T.,60021143,West Virginia University,Morgantown,United States
958,2011,additive effects of mining and residential development on stream conditions in a central appalachian watershed,34967999200,fulton j,Fulton,Jennifer B.,J.B.,60021143,West Virginia University,Morgantown,United States
958,2011,additive effects of mining and residential development on stream conditions in a central appalachian watershed,9235059500,strager m,Strager,Michael P.,M.P.,60021143,West Virginia University,Morgantown,United States
959,2011,"an evaluation of the factors influencing freshwater mussel capture probability, survival, and temporary emigration in a large lowland river",57203112120,meador j,Meador,Jason R.,J.R.,60029747,University of Georgia,Athens,United States
959,2011,"an evaluation of the factors influencing freshwater mussel capture probability, survival, and temporary emigration in a large lowland river",34974695800,peterson j,Peterson,James T.,J.T.,60029747,University of Georgia,Athens,United States
959,2011,"an evaluation of the factors influencing freshwater mussel capture probability, survival, and temporary emigration in a large lowland river",37102855100,wisniewski j,Wisniewski,Jason M.,J.M.,105450544,Nongame Conservation Section,NA,United States
960,2011,three responses to small changes in stream temperature by autumn-emerging aquatic insects,9242392600,li j,Li,Judith L.,J.L.,60013402,Oregon State University,Corvallis,United States
960,2011,three responses to small changes in stream temperature by autumn-emerging aquatic insects,35606846100,johnson s,Johnson,Sherri L.,S.L.,60007901,USDA ARS Corvallis Forestry Sciences Laboratory,Corvallis,United States
960,2011,three responses to small changes in stream temperature by autumn-emerging aquatic insects,37101153200,banks sobota j,Banks Sobota,Janel,J.,60013402,Oregon State University,Corvallis,United States
961,2011,"misidentification of freshwater mussel species (bivalvia:unionidae): contributing factors, management implications, and potential solutions",18435335300,shea c,Shea,Colin P.,C.P.,60029747,University of Georgia,Athens,United States
961,2011,"misidentification of freshwater mussel species (bivalvia:unionidae): contributing factors, management implications, and potential solutions",34974695800,peterson j,Peterson,James T.,J.T.,60029747,University of Georgia,Athens,United States
961,2011,"misidentification of freshwater mussel species (bivalvia:unionidae): contributing factors, management implications, and potential solutions",37102855100,wisniewski j,Wisniewski,Jason M.,J.M.,105450544,Nongame Conservation Section,NA,United States
961,2011,"misidentification of freshwater mussel species (bivalvia:unionidae): contributing factors, management implications, and potential solutions",36872713400,johnson n,Johnson,Nathan A.,N.A.,60013959,University of Florida,Gainesville,United States
962,2011,effects of broad-scale geological changes on patterns in macroinvertebrate assemblages,26657604700,neff m,Neff,Margaret R.,M.R.,60016849,University of Toronto,Toronto,Canada
962,2011,effects of broad-scale geological changes on patterns in macroinvertebrate assemblages,7404288035,jackson d,Jackson,Donald A.,D.A.,60016849,University of Toronto,Toronto,Canada
963,2011,aquatic insects of california (1956): a landmark event and unique collaboration in benthic biology,7005797334,resh v,Resh,Vincent H.,V.H.,60121458,"Department of Environmental Science, Policy, and Management",Berkeley,United States
964,2011,building freshwater macroinvertebrate dna-barcode libraries from reference collection material: formalin preservation vs specimen age,7202707979,baird d,Baird,Donald J.,D.J.,60084724,Canadian Rivers Institute,Fredericton,Canada
964,2011,building freshwater macroinvertebrate dna-barcode libraries from reference collection material: formalin preservation vs specimen age,6602295552,pascoe t,Pascoe,Timothy J.,T.J.,60000673,Environment Canada,Gatineau,Canada
964,2011,building freshwater macroinvertebrate dna-barcode libraries from reference collection material: formalin preservation vs specimen age,55743291200,zhou x,Zhou,Xin,X.,60192973,Biodiversity Institute of Ontario,Guelph,Canada
964,2011,building freshwater macroinvertebrate dna-barcode libraries from reference collection material: formalin preservation vs specimen age,12240029000,hajibabaei m,Hajibabaei,Mehrdad,M.,60192973,Biodiversity Institute of Ontario,Guelph,Canada
965,2011,examining spatial concordance of genetic and species diversity patterns to evaluate the role of dispersal limitation in structuring headwater metacommunities,7102037674,finn d,Finn,Debra S.,D.S.,60009226,Colorado State University,Fort Collins,United States
965,2011,examining spatial concordance of genetic and species diversity patterns to evaluate the role of dispersal limitation in structuring headwater metacommunities,6603966446,poff n,Poff,N. Leroy,N.L.,60009226,Colorado State University,Fort Collins,United States
966,2011,applying dna barcoding in benthology: the state of the science,7202707979,baird d,Baird,Donald J.,D.J.,60084724,Canadian Rivers Institute,Fredericton,Canada
966,2011,applying dna barcoding in benthology: the state of the science,7006491614,sweeney b,Sweeney,Bernard W.,B.W.,60032790,Stroud Water Research Center,Avondale,United States
967,2011,a dna-barcoding approach to identifying juvenile freshwater mussels (bivalvia:unionidae) recovered from naturally infested fishes,7103122709,boyer s,Boyer,Sarah L.,S.L.,60028787,Macalester College,Minneapolis,United States
967,2011,a dna-barcoding approach to identifying juvenile freshwater mussels (bivalvia:unionidae) recovered from naturally infested fishes,57209569773,howe a,Howe,Alexander A.,A.A.,60028787,Macalester College,Minneapolis,United States
967,2011,a dna-barcoding approach to identifying juvenile freshwater mussels (bivalvia:unionidae) recovered from naturally infested fishes,55551161700,juergens n,Juergens,Nathan W.,N.W.,60028787,Macalester College,Minneapolis,United States
967,2011,a dna-barcoding approach to identifying juvenile freshwater mussels (bivalvia:unionidae) recovered from naturally infested fishes,6701629478,hove m,Hove,Mark C.,M.C.,60028787,Macalester College,Minneapolis,United States
968,2011,as productive and slow as a stream can be-the metabolism of a pampean stream,23670461000,acuña v,Acuña,V.,V.,60002612,Eawag - Swiss Federal Institute of Aquatic Science and Technology,Dubendorf,Switzerland
968,2011,as productive and slow as a stream can be-the metabolism of a pampean stream,36163641300,vilches c,Vilches,C.,C.,60010749,Universidad Nacional de Lujan,Lujan,Argentina
968,2011,as productive and slow as a stream can be-the metabolism of a pampean stream,7005860977,giorgi a,Giorgi,A.,A.,60010749,Universidad Nacional de Lujan,Lujan,Argentina
969,2011,direct and indirect effects of species displacements: an invading freshwater amphipod can disrupt leaf-litter processing and shredder efficiency,7003985397,macneil c,MacNeil,Calum,C.,106413207,Government Laboratory,Douglas,United Kingdom
969,2011,direct and indirect effects of species displacements: an invading freshwater amphipod can disrupt leaf-litter processing and shredder efficiency,7201749438,dick j,Dick,Jaimie T.A.,J.T.A.,60029738,Queen's University Belfast,Belfast,United Kingdom
969,2011,direct and indirect effects of species displacements: an invading freshwater amphipod can disrupt leaf-litter processing and shredder efficiency,6506790968,platvoet d,Platvoet,Dirk,D.,60003475,Zoological Museum Amsterdam,Amsterdam,Netherlands
969,2011,direct and indirect effects of species displacements: an invading freshwater amphipod can disrupt leaf-litter processing and shredder efficiency,6603843397,briffa m,Briffa,Mark,M.,60024779,University of Plymouth,Plymouth,United Kingdom
970,2011,fish community and bioassessment responses to stream network position,6602303849,hitt n,Hitt,Nathaniel P.,N.P.,60030373,USGS Leetown Science Center,Kearneysville,United States
970,2011,fish community and bioassessment responses to stream network position,7003509768,angermeier p,Angermeier,Paul L.,P.L.,60027090,Virginia Polytechnic Institute and State University,Blacksburg,United States
971,2011,national and regional comparisons between strahler order and stream size,7404305918,hughes r,Hughes,Robert M.,R.M.,60013402,Oregon State University,Corvallis,United States
971,2011,national and regional comparisons between strahler order and stream size,7201921493,kaufmann p,Kaufmann,Philip R.,P.R.,60021439,United States Environmental Protection Agency,"Washington, D.C.",United States
971,2011,national and regional comparisons between strahler order and stream size,13609941500,weber m,Weber,Marc H.,M.H.,60021439,United States Environmental Protection Agency,"Washington, D.C.",United States
972,2011,host fish quality may explain the status of endangered epioblasma torulosa rangiana and lampsilis fasciola (bivalvia:unionidae) in canada,24178137900,mcnichols k,McNichols,Kelly A.,K.A.,60015881,University of Guelph,Guelph,Canada
972,2011,host fish quality may explain the status of endangered epioblasma torulosa rangiana and lampsilis fasciola (bivalvia:unionidae) in canada,25230424200,mackie g,MacKie,Gerald L.,G.L.,60015881,University of Guelph,Guelph,Canada
972,2011,host fish quality may explain the status of endangered epioblasma torulosa rangiana and lampsilis fasciola (bivalvia:unionidae) in canada,7102318399,ackerman j,Ackerman,Josef D.,J.D.,60015881,University of Guelph,Guelph,Canada
973,2011,timber harvest intensifies spawning-salmon disturbance of macroinvertebrates in southeastern alaskan streams,31567525300,campbell e,Campbell,Emily Y.,E.Y.,60031707,Michigan State University,East Lansing,United States
973,2011,timber harvest intensifies spawning-salmon disturbance of macroinvertebrates in southeastern alaskan streams,7003617149,benbow m,Benbow,M. Eric,M.E.,60031707,Michigan State University,East Lansing,United States
973,2011,timber harvest intensifies spawning-salmon disturbance of macroinvertebrates in southeastern alaskan streams,16029978600,tiegs s,Tiegs,Scott D.,S.D.,60021508,University of Notre Dame,Notre Dame,United States
973,2011,timber harvest intensifies spawning-salmon disturbance of macroinvertebrates in southeastern alaskan streams,7004993649,lamberti g,Lamberti,Gary A.,G.A.,60021508,University of Notre Dame,Notre Dame,United States
973,2011,timber harvest intensifies spawning-salmon disturbance of macroinvertebrates in southeastern alaskan streams,7103047675,merritt r,Merritt,Richard W.,R.W.,60031707,Michigan State University,East Lansing,United States
974,2011,spatiotemporal controls of simulated metacommunity dynamics in dendritic networks,37007292700,auerbach d,Auerbach,Daniel A.,D.A.,60009226,Colorado State University,Fort Collins,United States
974,2011,spatiotemporal controls of simulated metacommunity dynamics in dendritic networks,6603966446,poff n,Poff,N. Leroy,N.L.,60009226,Colorado State University,Fort Collins,United States
975,2011,anthropogenic disturbance and landscape patterns affect diversity patterns of aquatic benthic macroinvertebrates,8946727800,maloney k,Maloney,Kelly O.,K.O.,60017825,Smithsonian Environmental Research Center,Edgewater,United States
975,2011,anthropogenic disturbance and landscape patterns affect diversity patterns of aquatic benthic macroinvertebrates,6602981305,munguia p,Munguia,Pablo,P.,60013372,The University of Texas at Austin,Austin,United States
975,2011,anthropogenic disturbance and landscape patterns affect diversity patterns of aquatic benthic macroinvertebrates,7403973850,mitchell r,Mitchell,Richard M.,R.M.,60011754,Auburn University,Auburn,United States
976,2011,"dna barcoding facilitates description of unknown faunas: a case study on trichoptera in the headwaters of the tigris river, iraq",15065329400,geraci c,Geraci,Christy Jo,C.J.,60007670,Smithsonian National Museum of Natural History,"Washington, D.C.",United States
976,2011,"dna barcoding facilitates description of unknown faunas: a case study on trichoptera in the headwaters of the tigris river, iraq",37007514700,al-saffar m,Al-Saffar,Mohammed A.,M.A.,109178274,American University of Iraq-Sulaimani,Sulaymaniyah,Iraq
976,2011,"dna barcoding facilitates description of unknown faunas: a case study on trichoptera in the headwaters of the tigris river, iraq",55743291200,zhou x,Zhou,Xin,X.,60192973,Biodiversity Institute of Ontario,Guelph,Canada
977,2011,"structural complexity, movement bias, and metapopulation extinction risk in dendritic ecological networks",8637930100,campbell grant e,Campbell Grant,Evan H.,E.H.,60004404,Patuxent Wildlife Research Center,Laurel,United States
978,2011,dna barcoding: a taxonomic point of view,6602825125,dewalt r,Dewalt,R. Edward,R.E.,60007313,Illinois Natural History Survey,Champaign,United States
979,2011,reconstructing the assembly of a stream-insect metacommunity,55520049600,patrick c,Patrick,Christopher J.,C.J.,60021508,University of Notre Dame,Notre Dame,United States
979,2011,reconstructing the assembly of a stream-insect metacommunity,7006888369,swan c,Swan,Christopher M.,C.M.,60024997,"University of Maryland, Baltimore County (UMBC)",Baltimore,United States
980,2011,advancing theory of community assembly in spatially structured environments: local vs regional processes in river networks,7006888369,swan c,Swan,Christopher M.,C.M.,60014653,"University of Maryland, Baltimore (UMB)",Baltimore,United States
980,2011,advancing theory of community assembly in spatially structured environments: local vs regional processes in river networks,35610123100,brown b,Brown,Bryan L.,B.L.,60026610,Clemson University,Clemson,United States
981,2011,incorporation of dna barcoding into a large-scale biomonitoring program: opportunities and pitfalls,6506354802,pilgrim e,Pilgrim,Erik M.,E.M.,60021439,United States Environmental Protection Agency,"Washington, D.C.",United States
981,2011,incorporation of dna barcoding into a large-scale biomonitoring program: opportunities and pitfalls,7402695048,jackson s,Jackson,Suzanne A.,S.A.,60021439,United States Environmental Protection Agency,"Washington, D.C.",United States
981,2011,incorporation of dna barcoding into a large-scale biomonitoring program: opportunities and pitfalls,56205122400,swenson s,Swenson,Stephanie,S.,60007670,Smithsonian National Museum of Natural History,"Washington, D.C.",United States
981,2011,incorporation of dna barcoding into a large-scale biomonitoring program: opportunities and pitfalls,57191519353,turcsanyi i,Turcsanyi,Istvan,I.,60010526,Dynamac Corporation,Rockville,United States
981,2011,incorporation of dna barcoding into a large-scale biomonitoring program: opportunities and pitfalls,37007435200,friedman e,Friedman,Ellen,E.,60074033,Maryland Department of Natural Resources,Annapolis,United States
981,2011,incorporation of dna barcoding into a large-scale biomonitoring program: opportunities and pitfalls,6602876023,weigt l,Weigt,Lee,L.,60015033,Smithsonian Institution,"Washington, D.C.",United States
981,2011,incorporation of dna barcoding into a large-scale biomonitoring program: opportunities and pitfalls,7006620768,bagley m,Bagley,Mark J.,M.J.,60021439,United States Environmental Protection Agency,"Washington, D.C.",United States
982,2011,can dna barcodes of stream macroinvertebrates improve descriptions of community structure and water quality?,7006491614,sweeney b,Sweeney,Bernard W.,B.W.,60032790,Stroud Water Research Center,Avondale,United States
982,2011,can dna barcodes of stream macroinvertebrates improve descriptions of community structure and water quality?,7006324520,battle j,Battle,Juliann M.,J.M.,60032790,Stroud Water Research Center,Avondale,United States
982,2011,can dna barcodes of stream macroinvertebrates improve descriptions of community structure and water quality?,7404116509,jackson j,Jackson,John K.,J.K.,60032790,Stroud Water Research Center,Avondale,United States
982,2011,can dna barcodes of stream macroinvertebrates improve descriptions of community structure and water quality?,26532326900,dapkey t,Dapkey,Tanya,T.,60006297,University of Pennsylvania,Philadelphia,United States
983,2011,accelerated construction of a regional dna-barcode reference library: caddisflies (trichoptera) in the great smoky mountains national park,55743291200,zhou x,Zhou,Xin,X.,60192973,Biodiversity Institute of Ontario,Guelph,Canada
983,2011,accelerated construction of a regional dna-barcode reference library: caddisflies (trichoptera) in the great smoky mountains national park,36544442800,robinson j,Robinson,Jason L.,J.L.,60015574,"The University of Tennessee, Knoxville",Knoxville,United States
983,2011,accelerated construction of a regional dna-barcode reference library: caddisflies (trichoptera) in the great smoky mountains national park,15065329400,geraci c,Geraci,Christy J.,C.J.,60007670,Smithsonian National Museum of Natural History,"Washington, D.C.",United States
983,2011,accelerated construction of a regional dna-barcode reference library: caddisflies (trichoptera) in the great smoky mountains national park,7402174747,parker c,Parker,Charles R.,C.R.,60011347,United States Geological Survey,Reston,United States
983,2011,accelerated construction of a regional dna-barcode reference library: caddisflies (trichoptera) in the great smoky mountains national park,7004280080,flint o,Flint,Oliver S.,O.S.,60007670,Smithsonian National Museum of Natural History,"Washington, D.C.",United States
983,2011,accelerated construction of a regional dna-barcode reference library: caddisflies (trichoptera) in the great smoky mountains national park,6603266412,etnier d,Etnier,David A.,D.A.,60015574,"The University of Tennessee, Knoxville",Knoxville,United States
983,2011,accelerated construction of a regional dna-barcode reference library: caddisflies (trichoptera) in the great smoky mountains national park,6602825125,dewalt r,Dewalt,R. Edward,R.E.,60007313,Illinois Natural History Survey,Champaign,United States
983,2011,accelerated construction of a regional dna-barcode reference library: caddisflies (trichoptera) in the great smoky mountains national park,6603952911,jacobus l,Jacobus,Luke M.,L.M.,60021121,Indiana University Bloomington,Bloomington,United States
983,2011,accelerated construction of a regional dna-barcode reference library: caddisflies (trichoptera) in the great smoky mountains national park,7101661178,hebert p,Hebert,Paul D.N.,P.D.N.,60192973,Biodiversity Institute of Ontario,Guelph,Canada
984,2011,linking disturbance and stream invertebrate communities: how best to measure bed stability,35303299500,schwendel a,Schwendel,Arved C.,A.C.,60008221,Massey University,Palmerston North,New Zealand
984,2011,linking disturbance and stream invertebrate communities: how best to measure bed stability,7003551375,death r,Death,Russel G.,R.G.,60008221,Massey University,Palmerston North,New Zealand
984,2011,linking disturbance and stream invertebrate communities: how best to measure bed stability,6604053554,fuller i,Fuller,Ian C.,I.C.,60008221,Massey University,Palmerston North,New Zealand
984,2011,linking disturbance and stream invertebrate communities: how best to measure bed stability,7103314490,joy m,Joy,Mike K.,M.K.,60008221,Massey University,Palmerston North,New Zealand
985,2011,does diet influence consumer nutrient cycling? macroinvertebrate and fish excretion in streams,37007674900,mcmanamay r,McManamay,Ryan A.,R.A.,60027090,Virginia Polytechnic Institute and State University,Blacksburg,United States
985,2011,does diet influence consumer nutrient cycling? macroinvertebrate and fish excretion in streams,7402197340,webster j,Webster,Jackson R.,J.R.,60027090,Virginia Polytechnic Institute and State University,Blacksburg,United States
985,2011,does diet influence consumer nutrient cycling? macroinvertebrate and fish excretion in streams,6603855960,valett h,Valett,H. Maurice,H.M.,60027090,Virginia Polytechnic Institute and State University,Blacksburg,United States
985,2011,does diet influence consumer nutrient cycling? macroinvertebrate and fish excretion in streams,6603064225,dolloff c,Dolloff,C. Andrew,C.A.,60027090,Virginia Polytechnic Institute and State University,Blacksburg,United States
986,2011,interregional variation in urbanization-induced geomorphic change and macroinvertebrate habitat colonization in headwater streams,15137662100,utz r,Utz,Ryan M.,R.M.,60006328,University of Maryland Center for Environmental Science,Cambridge,United States
986,2011,interregional variation in urbanization-induced geomorphic change and macroinvertebrate habitat colonization in headwater streams,7003423348,hilderbrand r,Hilderbrand,Robert H.,R.H.,60006328,University of Maryland Center for Environmental Science,Cambridge,United States
987,2011,"metacommunity theory as a multispecies, multiscale framework for studying the influence of river network structure on riverine communities and ecosystems",35610123100,brown b,Brown,Bryan L.,B.L.,60026610,Clemson University,Clemson,United States
987,2011,"metacommunity theory as a multispecies, multiscale framework for studying the influence of river network structure on riverine communities and ecosystems",7006888369,swan c,Swan,Christopher M.,C.M.,60014653,"University of Maryland, Baltimore (UMB)",Baltimore,United States
987,2011,"metacommunity theory as a multispecies, multiscale framework for studying the influence of river network structure on riverine communities and ecosystems",37007292700,auerbach d,Auerbach,Daniel A.,D.A.,60009226,Colorado State University,Fort Collins,United States
987,2011,"metacommunity theory as a multispecies, multiscale framework for studying the influence of river network structure on riverine communities and ecosystems",8637930100,campbell grant e,Campbell Grant,Evan H.,E.H.,60004404,Patuxent Wildlife Research Center,Laurel,United States
987,2011,"metacommunity theory as a multispecies, multiscale framework for studying the influence of river network structure on riverine communities and ecosystems",6602303849,hitt n,Hitt,Nathaniel P.,N.P.,60030373,USGS Leetown Science Center,Kearneysville,United States
987,2011,"metacommunity theory as a multispecies, multiscale framework for studying the influence of river network structure on riverine communities and ecosystems",8946727800,maloney k,Maloney,Kelly O.,K.O.,60011347,United States Geological Survey,Reston,United States
987,2011,"metacommunity theory as a multispecies, multiscale framework for studying the influence of river network structure on riverine communities and ecosystems",55520049600,patrick c,Patrick,Christopher,C.,60021508,University of Notre Dame,Notre Dame,United States
989,2010,why stream mayflies can reproduce without males but remain bisexual: a case of lost genetic variation,7103032341,funk d,Funk,David H.,D.H.,60032790,Stroud Water Research Center,Avondale,United States
989,2010,why stream mayflies can reproduce without males but remain bisexual: a case of lost genetic variation,7006491614,sweeney b,Sweeney,Bernard W.,B.W.,60032790,Stroud Water Research Center,Avondale,United States
989,2010,why stream mayflies can reproduce without males but remain bisexual: a case of lost genetic variation,7404116509,jackson j,Jackson,John K.,J.K.,60032790,Stroud Water Research Center,Avondale,United States
990,2010,using discharge dynamics characteristics to predict the effects of climate change on macroinvertebrates in lowland streams,6603728046,verdonschot p,Verdonschot,Piet F.M.,P.F.M.,60004156,Wageningen University &amp; Research,Wageningen,Netherlands
990,2010,using discharge dynamics characteristics to predict the effects of climate change on macroinvertebrates in lowland streams,15841195800,van den hoorn m,Van Den Hoorn,Martin,M.,60004156,Wageningen University &amp; Research,Wageningen,Netherlands
991,2010,"climate change and biological indicators: detection, attribution, and management implications for aquatic ecosystems",7005949697,barbour m,Barbour,Michael T.,M.T.,60076593,"Tetra Tech, Inc.",Pasadena,United States
991,2010,"climate change and biological indicators: detection, attribution, and management implications for aquatic ecosystems",8847173900,bierwagen b,Bierwagen,Britta G.,B.G.,60021439,United States Environmental Protection Agency,"Washington, D.C.",United States
991,2010,"climate change and biological indicators: detection, attribution, and management implications for aquatic ecosystems",36158189800,hamilton a,Hamilton,Anna T.,A.T.,60076593,"Tetra Tech, Inc.",Pasadena,United States
991,2010,"climate change and biological indicators: detection, attribution, and management implications for aquatic ecosystems",6601989482,aumen n,Aumen,Nicholas G.,N.G.,60020031,Everglades National Park,Homestead,United States
992,2010,use of thermal preference metrics to examine state biomonitoring data for climate change effects,57205155751,stamp j,Stamp,Jennifer D.,J.D.,60076593,"Tetra Tech, Inc.",Pasadena,United States
992,2010,use of thermal preference metrics to examine state biomonitoring data for climate change effects,36158189800,hamilton a,Hamilton,Anna T.,A.T.,60076593,"Tetra Tech, Inc.",Pasadena,United States
992,2010,use of thermal preference metrics to examine state biomonitoring data for climate change effects,57194421888,zheng l,Zheng,Lei,L.,60076593,"Tetra Tech, Inc.",Pasadena,United States
992,2010,use of thermal preference metrics to examine state biomonitoring data for climate change effects,8847173900,bierwagen b,Bierwagen,Britta G.,B.G.,60021439,United States Environmental Protection Agency,"Washington, D.C.",United States
993,2010,optimizing the use of activity traps for aquatic biodiversity studies,23111640700,verdonschot r,Verdonschot,Ralf C.M.,R.C.M.,60004156,Wageningen University &amp; Research,Wageningen,Netherlands
994,2010,evidence for the role of climate in the local extinction of a cool-water triclad,6603194739,durance i,Durance,Isabelle,I.,60170432,College of Biomedical and Life Sciences,Cardiff,United Kingdom
994,2010,evidence for the role of climate in the local extinction of a cool-water triclad,7006426449,ormerod s,Ormerod,S. J.,S.J.,60170432,College of Biomedical and Life Sciences,Cardiff,United Kingdom
995,2010,effects of wildfire of varying severity on benthic stream insect assemblages and emergence,35622325500,malison r,Malison,Rachel L.,R.L.,60005437,Idaho State University,Pocatello,United States
995,2010,effects of wildfire of varying severity on benthic stream insect assemblages and emergence,7102322989,baxter c,Baxter,Colden V.,C.V.,60005437,Idaho State University,Pocatello,United States
996,2010,developing linkages between species traits and multiscaled environmental variation to explore vulnerability of stream benthic communities to climate change,6603966446,leroy poff n,LeRoy Poff,N.,N.,60009226,Colorado State University,Fort Collins,United States
996,2010,developing linkages between species traits and multiscaled environmental variation to explore vulnerability of stream benthic communities to climate change,16426345400,pyne m,Pyne,Matthew I.,M.I.,60009226,Colorado State University,Fort Collins,United States
996,2010,developing linkages between species traits and multiscaled environmental variation to explore vulnerability of stream benthic communities to climate change,7004952295,bledsoe b,Bledsoe,Brian P.,B.P.,60009226,Colorado State University,Fort Collins,United States
996,2010,developing linkages between species traits and multiscaled environmental variation to explore vulnerability of stream benthic communities to climate change,57213109390,cuhaciyan c,Cuhaciyan,Christopher C.,C.C.,60033389,University of Idaho,Moscow,United States
996,2010,developing linkages between species traits and multiscaled environmental variation to explore vulnerability of stream benthic communities to climate change,7102900841,carlisle d,Carlisle,Daren M.,D.M.,60011347,United States Geological Survey,Reston,United States
997,2010,"before and after the deluge: rain-on-snow flooding effects on aquatic invertebrate communities of small streams in the sierra nevada, california",7005181959,herbst d,Herbst,David B.,D.B.,123938982,University of California,Mammoth Lakes,United States
997,2010,"before and after the deluge: rain-on-snow flooding effects on aquatic invertebrate communities of small streams in the sierra nevada, california",7403304797,cooper s,Cooper,Scott D.,S.D.,60029241,"University of California, Santa Barbara",Santa Barbara,United States
998,2010,the influence of extreme climatic events and human disturbance on macroinvertebrate community patterns of a mediterranean stream over 15 y,6701877121,feio m,Feio,Maria Joaõ,M.J.,60106436,"University of Coimbra, Marine and Environmental Sciences Center",Coimbra,Portugal
998,2010,the influence of extreme climatic events and human disturbance on macroinvertebrate community patterns of a mediterranean stream over 15 y,7005701573,coimbra c,Coimbra,Carlos Nuno,C.N.,60106436,"University of Coimbra, Marine and Environmental Sciences Center",Coimbra,Portugal
998,2010,the influence of extreme climatic events and human disturbance on macroinvertebrate community patterns of a mediterranean stream over 15 y,7005609094,graça m,Graça,Manuel A.S.,M.A.S.,60106436,"University of Coimbra, Marine and Environmental Sciences Center",Coimbra,Portugal
998,2010,the influence of extreme climatic events and human disturbance on macroinvertebrate community patterns of a mediterranean stream over 15 y,57210239436,nichols s,Nichols,Susan J.,S.J.,60022193,University of Canberra,Canberra,Australia
998,2010,the influence of extreme climatic events and human disturbance on macroinvertebrate community patterns of a mediterranean stream over 15 y,7201604969,norris r,Norris,Richard H.,R.H.,60022193,University of Canberra,Canberra,Australia
999,2010,using the reference condition maintains the integrity of a bioassessment program in a changing climate,57210239436,nichols s,Nichols,Susan J.,S.J.,60022193,University of Canberra,Canberra,Australia
999,2010,using the reference condition maintains the integrity of a bioassessment program in a changing climate,12787865000,robinson w,Robinson,Wayne A.,W.A.,60001248,Charles Sturt University,Bathurst,Australia
999,2010,using the reference condition maintains the integrity of a bioassessment program in a changing climate,7201604969,norris r,Norris,Richard H.,R.H.,60022193,University of Canberra,Canberra,Australia
1000,2010,tracing recovery under changing climate: response of phytoplankton and invertebrate assemblages to decreased acidification,55663566200,johnson r,Johnson,Richard K.,R.K.,60027152,Sveriges lantbruksuniversitet,Uppsala,Sweden
1000,2010,tracing recovery under changing climate: response of phytoplankton and invertebrate assemblages to decreased acidification,6603774099,angeler d,Angeler,David G.,D.G.,60027152,Sveriges lantbruksuniversitet,Uppsala,Sweden
1001,2010,a review of the ecological consequences and management implications of climate change for the everglades,6602396092,pearlstine l,Pearlstine,Leonard G.,L.G.,60020031,Everglades National Park,Homestead,United States
1001,2010,a review of the ecological consequences and management implications of climate change for the everglades,8245499700,pearlstine e,Pearlstine,Elise V.,E.V.,60010177,University of Florida Institute of Food and Agricultural Sciences,Gainesville,United States
1001,2010,a review of the ecological consequences and management implications of climate change for the everglades,6601989482,aumen n,Aumen,Nicholas G.,N.G.,60020031,Everglades National Park,Homestead,United States
1002,2010,long-term macroinvertebrate responses to climate change: implications for biological assessment in mediterranean-climate streams,23094670300,lawrence j,Lawrence,Justin E.,J.E.,60121458,"Department of Environmental Science, Policy, and Management",Berkeley,United States
1002,2010,long-term macroinvertebrate responses to climate change: implications for biological assessment in mediterranean-climate streams,7003276100,lunde k,Lunde,Kevin B.,K.B.,60121458,"Department of Environmental Science, Policy, and Management",Berkeley,United States
1002,2010,long-term macroinvertebrate responses to climate change: implications for biological assessment in mediterranean-climate streams,12789658300,mazor r,Mazor,Raphael D.,R.D.,60121458,"Department of Environmental Science, Policy, and Management",Berkeley,United States
1002,2010,long-term macroinvertebrate responses to climate change: implications for biological assessment in mediterranean-climate streams,9845740200,bêche l,Bêche,Leah A.,L.A.,60121458,"Department of Environmental Science, Policy, and Management",Berkeley,United States
1002,2010,long-term macroinvertebrate responses to climate change: implications for biological assessment in mediterranean-climate streams,6508023794,mcelravy e,McElravy,Eric P.,E.P.,60121458,"Department of Environmental Science, Policy, and Management",Berkeley,United States
